USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
whoami      3515  0.0  0.0   3948  1460 ?        S    00:28   0:00 bwrap --unshare-all --die-with-parent --chdir / --ro-bind /usr /usr --dev /dev --ro-bind-try /etc/ld.so.cache /etc/ld.so.cache --ro-bind-try /nix/store /nix/store --tmpfs /tmp-home --tmpfs /tmp-run --clearenv --setenv HOME /tmp-home --setenv XDG_RUNTIME_DIR /tmp-run --setenv XDG_RUNTIME_DIR /run/user/1000 --symlink /usr/lib64 /lib64 --symlink /usr/lib /lib --seccomp 74 /usr/libexec/glycin-loaders/2+/glycin-image-rs --dbus-fd 72
whoami      3522  0.0  0.0 212076  6008 ?        Sl   00:28   0:00 /usr/libexec/glycin-loaders/2+/glycin-image-rs --dbus-fd 72
whoami      3532  0.0  0.0 389924 11348 ?        Ssl  00:28   0:00 /usr/libexec/gvfs-udisks2-volume-monitor
whoami      3538  0.0  0.0 396168 10184 ?        Sl   00:28   0:00 /usr/libexec/gsd-printer
whoami      3549  0.0  0.0 390520  9664 ?        Sl   00:28   0:00 /usr/libexec/goa-identity-service
whoami      3554  0.0  0.0 2737604 30804 ?       Sl   00:28   0:00 /usr/bin/gjs -m /usr/share/gnome-shell/org.gnome.ScreenSaver
whoami      3578  0.0  0.0 171960  7584 ?        Sl   00:28   0:00 /usr/libexec/ibus-memconf
whoami      3581  0.1  0.1 499168 34084 ?        Sl   00:28   0:02 /usr/libexec/ibus-extension-gtk3
whoami      3588  0.0  0.0 894776 24252 ?        Ssl  00:28   0:00 /usr/libexec/evolution-calendar-factory
whoami      3592  0.0  0.0 311284  7764 ?        Sl   00:28   0:00 /usr/libexec/ibus-portal
whoami      3600  0.0  0.0 735688 27420 ?        SNsl 00:28   0:00 /usr/libexec/localsearch-3
whoami      3649  0.0  0.0 310536  6976 ?        Ssl  00:28   0:00 /usr/libexec/gvfs-goa-volume-monitor
whoami      3659  0.0  0.0 761904 28888 ?        Ssl  00:28   0:00 /usr/libexec/evolution-addressbook-factory
whoami      3661  0.0  0.0 392596  8980 ?        Ssl  00:28   0:00 /usr/libexec/gvfs-afc-volume-monitor
whoami      3674  0.0  0.0 310776  7272 ?        Ssl  00:28   0:00 /usr/libexec/gvfs-mtp-volume-monitor
whoami      3684  0.0  0.0 311732  7656 ?        Ssl  00:28   0:00 /usr/libexec/gvfs-gphoto2-volume-monitor
whoami      3708  0.1  0.0 172080  7832 ?        Sl   00:28   0:02 /usr/libexec/ibus-engine-simple
whoami      3733  0.0  0.0 165544  6340 ?        Ssl  00:28   0:00 /usr/libexec/dconf-service
whoami      3742  0.0  0.0 815828 11260 ?        Sl   00:28   0:00 /usr/libexec/gvfsd-trash --spawner :1.21 /org/gtk/gvfs/exec_spaw/0
whoami      3762  0.0  0.0 976068 20080 ?        Ssl  00:28   0:00 /usr/libexec/xdg-desktop-portal
whoami      3768  0.0  0.1 893548 42236 ?        Ssl  00:28   0:00 /usr/libexec/xdg-desktop-portal-gnome
whoami      3810  0.0  0.0 492148 27096 ?        Ssl  00:28   0:00 /usr/libexec/xdg-desktop-portal-gtk
whoami      3825  0.0  0.2 2941856 79088 ?       Sl   00:28   0:01 gjs /usr/share/gnome-shell/extensions/ding@rastersoft.com/app/ding.js -E -P /usr/share/gnome-shell/extensions/ding@rastersoft.com/app
whoami      3867  0.0  0.0  39144 12044 ?        Ss   00:28   0:00 /snap/snapd-desktop-integration/315/usr/bin/snapd-desktop-integration
whoami      3940  0.0  0.0 429640 31032 ?        Sl   00:28   0:00 /snap/snapd-desktop-integration/315/usr/bin/snapd-desktop-integration
whoami      3955  0.0  0.0 171768  7068 ?        Ssl  00:28   0:00 /usr/libexec/gvfsd-metadata
whoami      4070 14.4  1.7 34531612 568576 ?     SLl  00:28   3:27 /opt/google/chrome/chrome
whoami      4075  0.0  0.0  15676  7112 ?        S    00:28   0:00 cat
whoami      4076  0.0  0.0  15676  6920 ?        S    00:28   0:00 cat
whoami      4078  0.0  0.0 33576864 3448 ?       Sl   00:28   0:00 /opt/google/chrome/chrome_crashpad_handler --monitor-self --monitor-self-annotation=ptype=crashpad-handler --database=/home/whoami/.config/google-chrome/Crash Reports --url=https://clients2.google.com/cr/report --annotation=channel= --annotation=lsb-release=Ubuntu 25.10 --annotation=plat=Linux --annotation=prod=Chrome_Linux --annotation=ver=143.0.7499.40 --initial-client-fd=5 --shared-client-connection
whoami      4080  0.0  0.0 50345868 3500 ?       Sl   00:28   0:00 /opt/google/chrome/chrome_crashpad_handler --no-periodic-tasks --monitor-self-annotation=ptype=crashpad-handler --database=/home/whoami/.config/google-chrome/Crash Reports --url=https://clients2.google.com/cr/report --annotation=channel= --annotation=lsb-release=Ubuntu 25.10 --annotation=plat=Linux --annotation=prod=Chrome_Linux --annotation=ver=143.0.7499.40 --initial-client-fd=4 --shared-client-connection
whoami      4086  0.0  0.1 50990676 62316 ?      S    00:28   0:00 /opt/google/chrome/chrome --type=zygote --no-zygote-sandbox --crashpad-handler-pid=4078 --enable-crash-reporter=, --change-stack-guard-on-fork=enable
whoami      4087  0.0  0.1 50990668 62464 ?      S    00:28   0:00 /opt/google/chrome/chrome --type=zygote --crashpad-handler-pid=4078 --enable-crash-reporter=, --change-stack-guard-on-fork=enable
whoami      4089  0.0  0.0 50990696 17952 ?      S    00:28   0:00 /opt/google/chrome/chrome --type=zygote --crashpad-handler-pid=4078 --enable-crash-reporter=, --change-stack-guard-on-fork=enable
whoami      4121  5.5  0.6 51424228 220508 ?     Sl   00:28   1:20 /opt/google/chrome/chrome --type=gpu-process --ozone-platform=wayland --render-node-override=/dev/dri/renderD128 --crashpad-handler-pid=4078 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --gpu-preferences=UAAAAAAAAAAgAQAEAAAAAAAAAAAAAGAAAQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAYAAAAAAAAABgAAAAAAAAAAAAAAAAAAAAIAAAAAAAAAAgAAAAAAAAA --shared-files --metrics-shmem-handle=4,i,3982423054330693480,8474056045514005282,262144 --field-trial-handle=3,i,2250289268483778686,1425302835618913405,262144 --disable-features=EyeDropper --variations-seed-version=20251214-030035.345000 --trace-process-track-uuid=3190708988185955192
whoami      4124  1.2  0.7 33994604 229868 ?     Sl   00:28   0:17 /opt/google/chrome/chrome --type=utility --utility-sub-type=network.mojom.NetworkService --lang=ru --service-sandbox-type=none --render-node-override=/dev/dri/renderD128 --crashpad-handler-pid=4078 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,12632394075933391255,9373873884953630357,524288 --field-trial-handle=3,i,2250289268483778686,1425302835618913405,262144 --disable-features=EyeDropper --variations-seed-version=20251214-030035.345000 --trace-process-track-uuid=3190708989122997041
whoami      4125  0.0  0.2 333364 84020 ?        Sl   00:28   0:00 /usr/bin/Xwayland :0 -rootless -noreset -accessx -core -auth /run/user/1000/.mutter-Xwaylandauth.FYDJH3 -listenfd 4 -listenfd 5 -displayfd 6 -initfd 7 -byteswappedclients
root        4135  0.0  0.0      0     0 ?        I<   00:28   0:00 [kworker/R-]
root        4139  0.0  0.0      0     0 ?        I<   00:28   0:00 [kworker/R-]
root        4140  0.0  0.0      0     0 ?        I<   00:28   0:00 [kworker/R-]
root        4141  0.0  0.0      0     0 ?        I<   00:28   0:00 [kworker/R-]
whoami      4147  0.0  0.0 254268 13020 ?        Ssl  00:28   0:00 /usr/libexec/gsd-xsettings
whoami      4153  0.0  0.2 833684 93656 ?        Sl   00:28   0:00 /usr/libexec/mutter-x11-frames
whoami      4172  0.0  0.2 458512 64664 ?        Sl   00:28   0:00 /usr/libexec/ibus-x11
root        4174  0.0  0.0      0     0 ?        I<   00:28   0:00 [kworker/R-]
whoami      4175  0.0  0.1 51060512 58920 ?      Sl   00:28   0:00 /opt/google/chrome/chrome --type=utility --utility-sub-type=storage.mojom.StorageService --lang=ru --service-sandbox-type=utility --render-node-override=/dev/dri/renderD128 --crashpad-handler-pid=4078 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,17792901328756586566,4339310873744925719,524288 --field-trial-handle=3,i,2250289268483778686,1425302835618913405,262144 --disable-features=EyeDropper --variations-seed-version=20251214-030035.345000 --trace-process-track-uuid=3190708990060038890
root        4178  0.0  0.0      0     0 ?        I<   00:28   0:00 [kworker/R-]
root        4188  0.0  0.0      0     0 ?        I<   00:28   0:00 [kworker/R-]
root        4190  0.0  0.0      0     0 ?        I<   00:28   0:00 [kworker/R-]
root        4191  0.0  0.0      0     0 ?        I<   00:28   0:00 [kworker/R-]
root        4194  0.0  0.0      0     0 ?        I<   00:28   0:00 [kworker/R-]
root        4195  0.0  0.0      0     0 ?        I<   00:28   0:00 [kworker/R-]
root        4196  0.0  0.0      0     0 ?        I<   00:28   0:00 [kworker/R-]
root        4209  0.0  0.0      0     0 ?        I<   00:28   0:00 [kworker/R-]
whoami      4261  1.1  0.7 1461723904 246396 ?   Sl   00:28   0:16 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=4078 --enable-crash-reporter=, --extension-process --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=7 --time-ticks-at-unix-epoch=-1765747666752151 --launch-time-ticks=25535452 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,5835063482855577054,15543652388969386268,2097152 --field-trial-handle=3,i,2250289268483778686,1425302835618913405,262144 --disable-features=EyeDropper --variations-seed-version=20251214-030035.345000 --trace-process-track-uuid=3190708992871164437
whoami      4269 10.7  0.4 1461723888 135532 ?   Sl   00:28   2:34 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=4078 --enable-crash-reporter=, --extension-process --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=8 --time-ticks-at-unix-epoch=-1765747666752151 --launch-time-ticks=25540319 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,15356970764471289949,8325162902281802424,2097152 --field-trial-handle=3,i,2250289268483778686,1425302835618913405,262144 --disable-features=EyeDropper --variations-seed-version=20251214-030035.345000 --trace-process-track-uuid=3190708993808206286
whoami      4371  0.0  0.5 1460011304 168688 ?   Sl   00:28   0:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=4078 --enable-crash-reporter=, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=14 --time-ticks-at-unix-epoch=-1765747666752151 --launch-time-ticks=27641664 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,3257414313031325643,1114592726703734592,2097152 --field-trial-handle=3,i,2250289268483778686,1425302835618913405,262144 --disable-features=EyeDropper --variations-seed-version=20251214-030035.345000 --trace-process-track-uuid=3190708999430457380
whoami      4376  0.3  0.6 1461770028 214864 ?   Sl   00:28   0:04 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=4078 --enable-crash-reporter=, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=24 --time-ticks-at-unix-epoch=-1765747666752151 --launch-time-ticks=27645515 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,13006502118799058078,6515872243485096068,2097152 --field-trial-handle=3,i,2250289268483778686,1425302835618913405,262144 --disable-features=EyeDropper --variations-seed-version=20251214-030035.345000 --trace-process-track-uuid=3190709008800875870
whoami      4378 20.4  1.6 1460111676 510928 ?   Sl   00:28   4:53 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=4078 --enable-crash-reporter=, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=38 --time-ticks-at-unix-epoch=-1765747666752151 --launch-time-ticks=27648837 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,7658080999940698047,3169450383181274953,2097152 --field-trial-handle=3,i,2250289268483778686,1425302835618913405,262144 --disable-features=EyeDropper --variations-seed-version=20251214-030035.345000 --trace-process-track-uuid=3190709021919461756
whoami      4400  0.0  0.2 1459999928 91076 ?    Sl   00:28   0:01 /opt/google/chrome/chrome --type=utility --utility-sub-type=proxy_resolver.mojom.ProxyResolverFactory --lang=ru --service-sandbox-type=service --render-node-override=/dev/dri/renderD128 --crashpad-handler-pid=4078 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,6813548212225928818,15774852245441211127,524288 --field-trial-handle=3,i,2250289268483778686,1425302835618913405,262144 --disable-features=EyeDropper --variations-seed-version=20251214-030035.345000 --trace-process-track-uuid=3190709022856503605
whoami      4423  0.2  0.6 1460065896 195180 ?   Sl   00:28   0:03 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=4078 --enable-crash-reporter=, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=25 --time-ticks-at-unix-epoch=-1765747666752151 --launch-time-ticks=28640269 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,16898340147062552193,3347869250992332870,2097152 --field-trial-handle=3,i,2250289268483778686,1425302835618913405,262144 --disable-features=EyeDropper --variations-seed-version=20251214-030035.345000 --trace-process-track-uuid=3190709009737917719
whoami      4460  0.0  0.4 1460034784 157024 ?   Sl   00:28   0:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=4078 --enable-crash-reporter=, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=41 --time-ticks-at-unix-epoch=-1765747666752151 --launch-time-ticks=29039470 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,7260420704120843112,10111196199701347765,2097152 --field-trial-handle=3,i,2250289268483778686,1425302835618913405,262144 --disable-features=EyeDropper --variations-seed-version=20251214-030035.345000 --trace-process-track-uuid=3190709024730587303
whoami      4472  0.0  0.3 1460009196 122336 ?   Sl   00:28   0:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=4078 --enable-crash-reporter=, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=42 --time-ticks-at-unix-epoch=-1765747666752151 --launch-time-ticks=29382420 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,9775145327577747627,1649440929156442131,2097152 --field-trial-handle=3,i,2250289268483778686,1425302835618913405,262144 --disable-features=EyeDropper --variations-seed-version=20251214-030035.345000 --trace-process-track-uuid=3190709025667629152
whoami      4486  2.9  0.6 1460011948 203700 ?   Sl   00:28   0:42 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=4078 --enable-crash-reporter=, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=43 --time-ticks-at-unix-epoch=-1765747666752151 --launch-time-ticks=29576779 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,770012138065747492,14516373787851174778,2097152 --field-trial-handle=3,i,2250289268483778686,1425302835618913405,262144 --disable-features=EyeDropper --variations-seed-version=20251214-030035.345000 --trace-process-track-uuid=3190709026604671001
whoami      4508  0.1  0.2 34028896 86416 ?      Sl   00:28   0:02 /opt/google/chrome/chrome --type=utility --utility-sub-type=audio.mojom.AudioService --lang=ru --service-sandbox-type=none --render-node-override=/dev/dri/renderD128 --crashpad-handler-pid=4078 --enable-crash-reporter=, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,10861665820185859607,13409579785822953498,524288 --field-trial-handle=3,i,2250289268483778686,1425302835618913405,262144 --disable-features=EyeDropper --variations-seed-version=20251214-030035.345000 --trace-process-track-uuid=3190709028478754699
whoami      4554  0.0  0.5 1460038124 180812 ?   Sl   00:28   0:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=4078 --enable-crash-reporter=, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=27 --time-ticks-at-unix-epoch=-1765747666752151 --launch-time-ticks=32007215 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,15380900152603611395,5092441577889139398,2097152 --field-trial-handle=3,i,2250289268483778686,1425302835618913405,262144 --disable-features=EyeDropper --variations-seed-version=20251214-030035.345000 --trace-process-track-uuid=3190709011612001417
whoami      4560  0.0  0.5 1460038124 181224 ?   Sl   00:28   0:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=4078 --enable-crash-reporter=, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=28 --time-ticks-at-unix-epoch=-1765747666752151 --launch-time-ticks=32011881 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,7851139695097005306,17590316789688512269,2097152 --field-trial-handle=3,i,2250289268483778686,1425302835618913405,262144 --disable-features=EyeDropper --variations-seed-version=20251214-030035.345000 --trace-process-track-uuid=3190709012549043266
whoami      4591  0.0  0.5 1460047464 178196 ?   Sl   00:28   0:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=4078 --enable-crash-reporter=, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=29 --time-ticks-at-unix-epoch=-1765747666752151 --launch-time-ticks=33015486 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,15938289265145188742,1819711276367944083,2097152 --field-trial-handle=3,i,2250289268483778686,1425302835618913405,262144 --disable-features=EyeDropper --variations-seed-version=20251214-030035.345000 --trace-process-track-uuid=3190709013486085115
whoami      4622  0.1  0.6 1460043520 204640 ?   Sl   00:28   0:01 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=4078 --enable-crash-reporter=, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=30 --time-ticks-at-unix-epoch=-1765747666752151 --launch-time-ticks=35106339 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,2553727416944612518,11713542179840540399,2097152 --field-trial-handle=3,i,2250289268483778686,1425302835618913405,262144 --disable-features=EyeDropper --variations-seed-version=20251214-030035.345000 --trace-process-track-uuid=3190709014423126964
whoami      4643 16.0  1.4 1461793284 469320 ?   Sl   00:28   3:49 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=4078 --enable-crash-reporter=, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=48 --time-ticks-at-unix-epoch=-1765747666752151 --launch-time-ticks=35562313 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,11833098098042872622,15779785537897373920,2097152 --field-trial-handle=3,i,2250289268483778686,1425302835618913405,262144 --disable-features=EyeDropper --variations-seed-version=20251214-030035.345000 --trace-process-track-uuid=3190709031289880246
whoami      4656  0.0  0.5 1460011612 173412 ?   Sl   00:28   0:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=4078 --enable-crash-reporter=, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=33 --time-ticks-at-unix-epoch=-1765747666752151 --launch-time-ticks=36106622 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,12229673487208068652,819904731274133277,2097152 --field-trial-handle=3,i,2250289268483778686,1425302835618913405,262144 --disable-features=EyeDropper --variations-seed-version=20251214-030035.345000 --trace-process-track-uuid=3190709017234252511
whoami      4684  0.0  0.5 1460013068 173800 ?   Sl   00:28   0:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=4078 --enable-crash-reporter=, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=34 --time-ticks-at-unix-epoch=-1765747666752151 --launch-time-ticks=40005250 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,14816237780871105500,226406148690125510,2097152 --field-trial-handle=3,i,2250289268483778686,1425302835618913405,262144 --disable-features=EyeDropper --variations-seed-version=20251214-030035.345000 --trace-process-track-uuid=3190709018171294360
whoami      4711 17.8  1.0 1460077300 346384 ?   Sl   00:28   4:13 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=4078 --enable-crash-reporter=, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=49 --time-ticks-at-unix-epoch=-1765747666752151 --launch-time-ticks=46502425 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,2925245643165861008,10591799886928360050,2097152 --field-trial-handle=3,i,2250289268483778686,1425302835618913405,262144 --disable-features=EyeDropper --variations-seed-version=20251214-030035.345000 --trace-process-track-uuid=3190709032226922095
whoami      4792  0.0  0.3 1460009260 121192 ?   Sl   00:28   0:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=4078 --enable-crash-reporter=, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=52 --time-ticks-at-unix-epoch=-1765747666752151 --launch-time-ticks=60860309 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,12356309771618251928,2421534359433878902,2097152 --field-trial-handle=3,i,2250289268483778686,1425302835618913405,262144 --disable-features=EyeDropper --variations-seed-version=20251214-030035.345000 --trace-process-track-uuid=3190709035038047642
whoami      4815  2.1  0.6 1460010632 194200 ?   Sl   00:28   0:29 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=4078 --enable-crash-reporter=, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=55 --time-ticks-at-unix-epoch=-1765747666752151 --launch-time-ticks=66175309 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,6634817402093678553,5812847480629395771,2097152 --field-trial-handle=3,i,2250289268483778686,1425302835618913405,262144 --disable-features=EyeDropper --variations-seed-version=20251214-030035.345000 --trace-process-track-uuid=3190709037849173189
whoami      4841  0.0  0.3 1460009324 122112 ?   Sl   00:28   0:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=4078 --enable-crash-reporter=, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=56 --time-ticks-at-unix-epoch=-1765747666752151 --launch-time-ticks=68188529 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,10086235070524720327,2945750426678439977,2097152 --field-trial-handle=3,i,2250289268483778686,1425302835618913405,262144 --disable-features=EyeDropper --variations-seed-version=20251214-030035.345000 --trace-process-track-uuid=3190709038786215038
whoami      4876  0.0  0.5 1460038864 168348 ?   Sl   00:28   0:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=4078 --enable-crash-reporter=, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=13 --time-ticks-at-unix-epoch=-1765747666752151 --launch-time-ticks=69664579 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,5442086888902029915,4217441696977192602,2097152 --field-trial-handle=3,i,2250289268483778686,1425302835618913405,262144 --disable-features=EyeDropper --variations-seed-version=20251214-030035.345000 --trace-process-track-uuid=3190708998493415531
whoami      4892  0.0  0.5 1460037584 161908 ?   Sl   00:28   0:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=4078 --enable-crash-reporter=, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=15 --time-ticks-at-unix-epoch=-1765747666752151 --launch-time-ticks=72674259 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,6914209852875454717,15224710352482335100,2097152 --field-trial-handle=3,i,2250289268483778686,1425302835618913405,262144 --disable-features=EyeDropper --variations-seed-version=20251214-030035.345000 --trace-process-track-uuid=3190709000367499229
whoami      4974  0.0  0.4 1460011368 153388 ?   Sl   00:29   0:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=4078 --enable-crash-reporter=, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=16 --time-ticks-at-unix-epoch=-1765747666752151 --launch-time-ticks=91676998 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,12725597213146475542,5484135658311807766,2097152 --field-trial-handle=3,i,2250289268483778686,1425302835618913405,262144 --disable-features=EyeDropper --variations-seed-version=20251214-030035.345000 --trace-process-track-uuid=3190709001304541078
whoami      4997  0.0  0.5 1461724244 162720 ?   Sl   00:29   0:00 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=4078 --enable-crash-reporter=, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=ru --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=18 --time-ticks-at-unix-epoch=-1765747666752151 --launch-time-ticks=95001876 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,17924060270249001044,64399211013500213,2097152 --field-trial-handle=3,i,2250289268483778686,1425302835618913405,262144 --disable-features=EyeDropper --variations-seed-version=20251214-030035.345000 --trace-process-track-uuid=3190709003178624776
